subscriptionYear,country,institution,agreementType,validity,state,dreLink,subscriptionLevel,agreementLink,languages,Props,internationalLink
2023,Colombia,Whee S.A.S.,Prácticas y Pasantías,junio - 2028,Vigente,https://drive.google.com/file/d/1BtqIXypzadK4Mwum045mirH4MZ7Caiiw/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias naturales, sociales, humanidades e ingeniería
Innovación en tecnología, medicina, y desarrollo social
Desarrollo de programas de formación profesional y técnica de alto nivel
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Actividades de extensión que involucran a la comunidad en proyectos educativos y culturales",
2019,Colombia,Jurisdicción Especial para la Paz,Marco,abril - 2024,Vigente,https://drive.google.com/file/d/1KP_g6cfUowZNZ2KYbmHoo8DCpQLoK2CK/view?usp=drive_link,Universidad,,Español,"Investigación en ciencias naturales, ingeniería, ciencias sociales y humanidades
Innovación en tecnología, biomedicina y desarrollo sostenible
Desarrollo de programas de formación profesional y técnica avanzada
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Actividades de extensión que involucran a la comunidad en proyectos educativos y culturales",
2023,Colombia,INSTITUTO DISTRITAL DE PATRIMONIO CULTURAL,Cooperación académica,junio - 2028,Vigente,https://drive.google.com/file/d/1W5_qz_70vP7x3bluN5kO0httb91P5Pn0/view?usp=drive_link,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias sociales, humanas, naturales y tecnología
Innovación en educación y desarrollo regional
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2019,Colombia,Goethe Institut,Marco,junio - 2024,Vigente,https://drive.google.com/file/d/1PB9EKAvw4eo3Zz7LU1SBrjm0c_NF-yjY/view?usp=drive_link,Universidad,,Español,"Investigación en ciencias naturales, tecnología, y desarrollo social
Innovación en áreas como biotecnología, agricultura y ciencias aplicadas
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Colombia,Fundación para la Libertad de Prensa,Prácticas y Pasantías,junio - 2028,Vigente,https://drive.google.com/file/d/1MJjNpc-FtC7RcZLoWCW7HR2MXY7EMjbB/view?usp=drive_link,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias sociales, humanas, naturales y tecnología
Innovación en desarrollo regional, agricultura y ciencias aplicadas
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Colombia,"Corporación Claretiana Norman
Pérez Bello",Prácticas y Pasantías,junio - 2028,Vigente,https://drive.google.com/file/d/18_zzCrXVj9I6fCyqzSXweuZOM_qOgSW0/view?usp=drive_link,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias de la salud, biomedicina y tecnología médica
Innovación en prácticas clínicas, salud pública y educación en salud
Desarrollo de programas de formación profesional en áreas de salud
Colaboraciones nacionales e internacionales en investigación y educación en salud
Participación activa en la comunidad local y en programas de salud pública
Fomento de la cultura y el arte a través de actividades académicas y eventos relacionados con la salud
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos que promuevan la salud y el bienestar en la comunidad
Educación integral que aborda temas culturales y sociales en el contexto de la salud
Participación en exposiciones culturales y eventos artísticos relacionados con la salud
Colaboración con instituciones culturales para proyectos educativos y de investigación en salud
Promoción de la identidad cultural y el patrimonio a través de la educación en salud
Iniciativas en sostenibilidad y desarrollo comunitario en el ámbito de la salud",
2023,Brasil,Universidade do Estado de Santa Catarina - UDESC,Marco+Intercambio,julio - 2028,Vigente,https://drive.google.com/file/d/1mPyw5YYeGFYMK2QhQqe-zdBtU_F3ai3y/view?usp=drive_link,Universidad,,Portugués Español,,
2023,Colombia,Hoteles Royal S.A. - NH Hotel,Prácticas y Pasantías,julio - 2028,Vigente,https://drive.google.com/file/d/16HD_zZkOtgZCchwzWEXin6JRPUdKYGIt/view?usp=drive_link,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias sociales, humanas, naturales, ingeniería y tecnología
Innovación en áreas como tecnología, biomedicina, y sostenibilidad
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Actividades de extensión que involucran a la comunidad en proyectos educativos y culturales",
2023,Portugal, Universidade de Coimbra,Marco+Intercambio,julio - 2028,Vigente,https://drive.google.com/file/d/1dzNXrXn4LIBJVZ2icO9tMNPcAfG0k7Uf/view?usp=drive_link,Universidad,,Inglés Español,"Investigación en ciencias agrarias, ambientales, naturales y sociales
Innovación en agricultura, biotecnología y desarrollo sostenible
Desarrollo de programas de formación profesional y técnica en áreas específicas
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Estados Unidos,University of Illinois Urbana-Champaign,Marco+Intercambio,agosto - 2028,Vigente,https://drive.google.com/file/d/1E6OvrD2AbZrKkoFauP4sOKt0Aphs1c2l/view?usp=drive_link,Universidad,,Inglés Español,"Investigación en ciencias sociales, naturales, tecnología y desarrollo regional
Innovación en áreas como biotecnología, sostenibilidad y desarrollo comunitario
Desarrollo de programas de formación profesional y técnica adaptados a la región
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio regional a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
